Original Degree, Degree when Deleted
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,3
4,4
4,4
4,4
4,3
4,4
4,3
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
4,4
4,4
4,3
4,4
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,3
4,4
4,4
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,4
5,3
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,4
5,4
5,3
5,5
5,5
5,4
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,3
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,4
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,4
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,4
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,4
5,4
5,5
5,5
5,5
5,4
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,4
5,4
5,5
5,5
5,4
5,4
6,6
6,5
6,5
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,4
6,6
6,5
6,6
6,5
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,4
6,4
6,5
6,6
6,5
6,6
6,6
6,5
6,6
6,4
6,5
6,4
6,6
6,6
6,6
6,6
6,6
6,5
6,5
6,5
6,6
6,6
6,6
6,5
6,6
6,5
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,5
6,4
6,5
6,6
6,5
6,6
6,6
6,4
6,6
6,6
6,6
6,5
6,6
6,5
6,5
6,5
6,4
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,5
6,6
6,6
6,5
6,6
6,5
6,6
6,5
6,6
6,5
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,5
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,4
6,6
6,6
6,4
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,5
6,6
6,6
6,6
6,5
6,5
6,6
6,5
6,4
6,6
6,6
6,6
6,4
6,6
6,6
6,6
6,6
6,6
6,6
6,4
6,6
6,6
6,6
6,6
6,5
6,4
6,6
6,6
6,6
6,6
6,6
6,3
6,2
6,6
6,5
6,6
6,6
6,6
6,5
6,4
6,5
6,5
6,5
6,6
6,6
6,5
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,5
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,5
6,6
6,5
6,5
6,6
6,3
6,4
6,3
6,6
6,5
6,5
6,6
6,6
6,6
6,4
6,5
6,5
6,6
6,4
6,6
6,6
6,6
6,5
6,5
6,6
6,6
6,6
6,5
6,5
6,6
6,6
6,4
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,5
6,6
6,4
6,6
6,6
6,6
6,5
6,6
6,5
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,5
6,5
6,5
6,6
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,6
6,5
6,5
6,6
6,5
6,6
6,5
6,4
6,6
6,5
6,6
6,6
6,6
6,5
6,6
6,6
6,5
6,5
6,5
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,5
6,6
6,6
6,6
6,5
6,6
6,5
6,5
6,4
6,5
6,6
6,6
6,6
6,6
6,5
6,5
6,4
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,5
6,6
6,3
6,5
6,6
6,6
6,5
6,5
6,4
6,6
6,3
6,6
6,6
6,6
6,6
6,4
6,6
6,5
6,5
6,6
6,6
6,6
6,6
6,5
6,4
6,6
6,6
6,4
6,4
6,6
6,4
6,5
6,6
6,6
6,5
6,6
6,6
6,6
6,5
6,5
6,6
6,6
6,5
6,6
6,3
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,6
6,5
6,5
6,6
6,5
6,6
6,5
6,4
6,3
6,6
6,5
6,4
6,6
6,4
6,5
6,5
6,6
6,2
6,6
6,6
6,6
6,6
6,5
6,6
6,5
6,4
6,3
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,5
6,5
6,6
6,4
6,6
6,6
6,6
6,6
6,6
6,5
6,6
6,6
6,4
6,6
6,6
6,5
6,6
6,6
6,6
6,5
6,5
6,4
6,5
7,7
7,7
7,7
7,7
7,5
7,5
7,7
7,7
7,6
7,7
7,6
7,7
7,7
7,6
7,7
7,6
7,5
7,6
7,7
7,5
7,5
7,6
7,6
7,7
7,7
7,6
7,5
7,7
7,5
7,7
7,7
7,7
7,7
7,6
7,5
7,4
7,7
7,7
7,5
7,7
7,6
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,6
7,6
7,7
7,7
7,7
7,6
7,7
7,7
7,7
7,5
7,7
7,7
7,5
7,6
7,7
7,5
7,2
7,7
7,7
7,7
7,6
7,7
7,7
7,6
7,7
7,5
7,7
7,7
7,6
7,6
7,5
7,7
7,4
7,5
7,7
7,7
7,4
7,7
7,6
7,6
7,7
7,3
7,7
7,7
7,6
7,6
7,6
7,5
7,7
7,7
7,5
7,7
7,7
7,6
7,5
7,7
7,4
7,4
7,7
7,7
7,7
7,6
7,7
7,6
7,7
7,4
7,7
7,5
7,7
7,7
7,7
7,6
7,7
7,6
7,5
7,6
7,6
7,7
7,7
7,6
7,7
7,5
7,7
7,7
7,7
7,7
7,7
7,6
7,7
7,6
7,6
7,6
7,7
7,7
7,7
7,7
7,7
7,6
7,7
7,6
7,7
7,7
7,7
7,7
7,7
7,7
7,6
7,7
7,7
7,6
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,4
7,7
7,6
7,7
7,7
7,6
7,6
7,7
7,6
7,7
7,6
7,7
7,6
7,7
7,7
7,6
7,7
7,6
7,7
7,7
7,7
7,5
7,6
7,7
7,6
7,5
7,6
7,7
7,6
7,4
7,6
7,6
7,7
7,6
7,6
7,7
7,6
7,5
7,4
7,5
7,4
7,4
7,7
7,6
7,7
7,4
7,4
7,6
7,6
7,6
7,7
7,6
7,5
7,5
7,6
7,6
7,5
7,7
7,6
7,7
7,6
7,7
7,5
7,6
7,7
7,5
7,7
7,5
7,7
7,7
7,5
7,7
7,6
7,6
7,7
7,7
7,5
7,7
7,7
7,7
7,7
7,7
7,7
