Original Degree, Degree when Deleted
35,35
37,37
37,37
37,36
38,38
38,38
38,37
38,38
38,37
38,36
38,35
38,34
38,33
38,38
38,38
38,38
38,36
38,35
38,37
38,36
38,38
39,39
39,37
39,39
39,33
39,39
39,39
39,39
39,39
39,38
39,39
39,38
39,39
39,35
39,36
39,35
39,34
39,34
39,33
39,31
40,40
40,39
40,38
40,40
40,40
40,33
40,40
40,39
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,38
40,40
40,39
40,40
40,31
40,30
40,32
41,41
41,40
41,41
41,40
41,39
41,41
41,40
41,39
41,41
41,41
41,38
41,37
41,41
41,41
41,41
41,41
41,40
41,39
41,41
41,41
41,41
41,40
41,41
41,40
41,39
41,38
41,41
41,41
41,34
41,33
41,31
41,36
41,32
41,41
41,41
41,41
41,39
41,40
41,39
41,38
41,40
41,40
41,39
41,40
41,41
41,40
41,40
41,39
41,40
41,40
41,40
41,36
41,35
41,29
41,30
41,41
42,40
42,41
42,39
42,38
42,42
42,41
42,37
42,36
42,42
42,42
42,42
42,41
42,40
42,40
42,40
42,39
42,42
42,42
42,41
42,42
42,41
42,42
42,39
42,38
42,39
42,41
42,42
42,41
42,40
42,42
42,41
42,38
42,37
42,41
42,40
42,33
42,34
42,29
42,42
42,42
42,41
42,41
42,42
42,41
42,41
42,39
42,38
42,42
42,41
42,41
42,42
42,41
42,38
42,40
42,42
42,42
42,42
42,41
42,40
42,42
42,41
42,40
42,42
42,42
42,39
42,40
42,39
42,39
42,38
42,37
42,42
42,40
42,41
42,42
42,41
42,40
42,39
42,38
42,37
42,39
42,40
42,39
42,42
42,40
42,39
42,35
42,34
42,29
42,41
43,40
43,39
43,41
43,38
43,40
43,38
43,42
43,43
43,36
43,35
43,34
43,33
43,32
43,43
43,39
43,39
43,35
43,43
43,35
43,36
43,43
43,35
43,43
43,42
43,42
43,41
43,42
43,42
43,41
43,38
43,37
43,41
43,40
43,36
43,39
43,42
43,43
43,41
43,41
43,39
43,42
43,39
43,43
43,42
43,41
43,40
43,39
43,30
43,30
43,34
43,30
43,35
43,34
43,41
43,43
43,40
43,42
43,41
43,43
43,42
43,42
43,41
43,40
43,41
43,43
43,43
43,38
43,37
43,41
43,40
43,36
43,43
43,42
43,42
43,41
43,43
43,40
43,38
43,41
43,38
43,36
43,42
43,36
43,34
43,33
43,41
43,42
43,41
43,43
43,42
43,37
43,36
43,39
43,38
43,43
43,37
43,43
43,42
43,41
43,40
43,40
43,39
43,37
43,43
43,39
43,38
43,42
43,41
43,40
43,39
43,42
43,39
43,43
43,39
43,39
43,43
43,34
43,34
43,39
44,39
44,38
44,44
44,37
44,40
44,42
44,41
44,44
44,44
44,44
44,44
44,39
44,43
44,42
44,32
44,31
44,30
44,44
44,32
44,43
44,42
44,41
44,40
44,42
44,41
44,44
44,40
44,39
44,41
44,40
44,39
44,38
44,36
44,35
44,44
44,44
44,43
44,44
44,43
44,39
44,41
44,40
44,39
44,42
44,41
44,41
44,35
44,43
44,42
44,43
44,40
44,39
44,38
